CYP46A1	CYP4F8	CYP2U1	CYP2R1	CYP4F22	CYP1A1	CYP1A2	CYP1B1	CYP2A6	CYP2A7	CYP3A7	CYP2A13	CYP2B6	CYP2B7P1	CYP2C19	CYP2C8	CYP2C9	CYP2C18	CYP2E1	CYP2J2	CYP3A4	CYP3A5	CYP4A11	CYP4B1	CYP7A1	CYP8B1	CYP11A1	CYP11B1	CYP11B2	CYP17A1	CYP19A1	CYP21A2	CYP24A1	CYP26A1	CYP27A1	CYP27B1	CYP51A1	CYP4Z2P	CYP4Z1	CYP4X1	CYP1B1-AS1	CYP4V2	CYP2S1	CYP27C1	CYP39A1	CYP2W1	CYP26B1	CYP20A1	CYP4F11	CYP3A43	CYP4F12	CYP4F2	CYP7B1
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	3.948362	3.745617	7.728043	6.443265	3.857845	4.819269	4.804603	11.8766	5.718537	3.818684	3.815456	6.175715	4.4272	5.518073	4.290665	3.625603	4.88407	4.177353	4.351678	4.399638	4.950523	4.28456	4.636727	3.859018	3.728073	4.579824	3.849968	3.732854	4.592325	3.790092	4.183407	4.785543	3.755547	3.961712	6.354204	5.394568	8.864875	3.756796	3.88016	3.607676	4.015766	6.458065	3.955251	4.7456	3.722466	3.703011	4.375354	7.53278	3.785807	3.909341	4.180956	3.883979	3.901092
MPP89_PLEURA	4.81255	3.7599	6.435453	7.87164	3.862635	5.528388	5.094889	6.897145	5.859501	3.581686	3.915782	6.17451	4.699209	5.609862	4.301454	4.055394	4.617579	4.022784	4.653717	6.123038	4.851872	4.667657	4.920508	3.744333	3.51097	4.013286	4.187363	3.670632	4.870643	4.058869	4.174072	4.772861	9.431229	4.517481	5.096683	6.277134	8.255992	4.27272	3.834482	3.712147	3.824364	5.453248	5.196449	4.493994	6.120836	3.530851	5.295464	7.423919	3.599968	3.834539	4.270498	4.181999	4.154179
PANC0813_PANCREAS	3.932936	3.817681	5.974199	7.522749	3.80383	7.331624	4.985718	7.608172	5.627555	3.87197	3.70424	6.444334	4.080665	5.640041	4.81414	3.783764	4.471637	4.069758	4.062932	7.031538	5.034943	6.269832	4.54932	3.851501	3.806222	4.222927	4.139841	3.84634	5.087409	4.163372	4.18422	4.727941	4.79486	4.247736	5.798518	6.454549	8.81873	4.332951	3.745119	3.909645	3.53187	4.910057	6.944529	4.292298	4.285957	3.87592	4.252217	6.630069	3.98624	4.117437	4.983318	4.740715	3.713043
MG63_BONE	4.6419	3.840499	5.309548	6.758931	3.608046	7.572996	5.240523	8.898516	5.512508	3.222395	3.682218	5.861874	4.471533	5.444009	4.36772	3.748267	4.371415	3.785856	4.263802	4.186544	4.933693	4.198378	4.186248	4.072358	3.669589	3.745728	3.94925	3.674613	4.626201	4.439786	4.653856	4.466914	3.622022	4.28981	6.365377	5.154005	8.07744	3.820941	3.867172	3.741144	3.73848	6.223348	5.642545	3.70524	3.901647	3.771198	7.180676	7.820896	3.422544	4.058576	4.135062	4.077735	3.576038
PK1_PANCREAS	4.141513	3.875195	5.160917	3.92333	3.796582	6.3125	5.281702	6.18539	5.380604	4.164688	3.820075	6.220206	4.608994	5.537438	4.298183	3.887339	4.397129	3.926095	3.930827	7.543279	5.016153	4.576797	4.788315	4.156776	3.78198	3.980946	3.806083	3.704702	4.963877	4.182647	4.352888	4.650072	9.606046	4.421341	5.832076	6.162256	9.060877	4.014494	3.408327	3.555066	3.573347	6.116188	8.559947	3.985606	3.836017	3.802115	5.403723	7.799954	3.810671	4.044642	4.43523	4.231713	3.915704
HS840T_UPPER_AERODIGESTIVE_TRACT	3.823647	3.630542	8.406672	6.742339	3.754285	5.006824	5.05866	6.177143	5.349904	3.868479	3.85079	6.028253	4.159492	5.506354	4.431782	3.563197	4.517976	3.991569	3.943854	3.789323	4.990714	4.430603	4.10049	3.903004	3.587	3.933333	3.689412	3.730187	4.623375	4.308106	4.363468	4.378449	3.593432	4.062696	6.478202	5.771769	8.867245	3.7311	3.612348	3.447754	3.496188	6.117511	4.313965	3.835163	3.949345	3.628919	4.474734	7.832835	3.47968	3.717167	4.427657	4.170601	3.50578
NCIH23_LUNG	4.568123	3.953218	5.255327	7.48515	4.285453	5.574592	4.906631	10.1146	5.673606	3.672817	3.949405	6.823535	4.237367	5.537486	4.347934	3.636646	4.428019	4.15345	4.893921	4.857324	4.979478	4.551964	5.438097	4.001513	4.014799	4.112751	4.117067	3.878635	5.846314	4.209593	4.232939	4.399921	5.95036	4.649033	5.744324	8.646004	8.775375	3.837902	3.506117	3.878818	3.378099	4.463551	5.394054	3.920504	3.943558	4.317687	5.200485	7.961503	3.801765	4.04333	4.443527	4.333786	3.959908
TE617T_SOFT_TISSUE	4.879905	3.964712	6.410513	8.301151	4.009316	5.859099	4.928043	3.857543	5.415278	3.628998	3.631725	6.343692	4.328324	5.668559	4.822626	3.81917	4.674454	3.98545	5.047259	3.628272	4.958627	4.391381	4.881177	3.749725	3.700516	3.887725	3.712973	3.76551	5.237698	4.759756	4.405357	4.650167	3.67531	10.33713	5.438569	6.324661	8.945243	3.9594	3.505738	3.597197	3.627954	5.422943	4.131912	3.801449	3.699908	3.667508	4.780288	8.533312	3.703036	3.934364	4.53251	4.571295	3.918902
SW1088_CENTRAL_NERVOUS_SYSTEM	4.676865	3.668284	7.762033	7.448103	3.871318	6.052887	5.109847	11.41762	5.70519	3.517911	3.70893	5.828661	4.326894	5.774169	4.624469	6.395483	4.504259	3.863944	3.874968	4.088887	4.997216	4.666142	3.947598	3.653115	3.579289	4.081281	3.736027	3.595136	4.541067	4.187553	4.290841	5.257029	4.354833	4.052717	5.526105	5.233216	10.12348	3.93778	3.676255	3.398405	4.465238	6.244635	4.919433	3.917581	5.711493	3.827825	4.581722	7.706601	4.346902	4.211332	4.34269	4.33454	3.58888
ISTMES2_PLEURA	4.124428	3.800104	7.60079	8.022201	3.939003	6.345307	5.427651	10.13277	5.568887	3.850552	3.631355	5.551319	4.216628	5.770234	4.802279	3.755919	4.469884	4.054212	3.894742	4.278205	4.942028	4.605782	3.712869	3.685026	3.883281	4.003315	3.923651	3.710472	4.851753	4.507801	4.507552	4.723776	3.42429	7.569178	5.772726	5.405432	8.653322	4.216354	3.529818	3.65149	3.710954	5.502524	4.315491	4.073758	3.755314	3.812114	4.781127	8.521597	3.809716	4.068975	4.401466	4.265824	3.44051
NCIH1373_LUNG	4.147746	3.673922	6.499532	7.872075	4.071594	6.272654	5.282737	10.84055	5.804571	3.744162	3.669012	6.52813	4.087776	5.666791	4.697478	3.78061	4.779956	3.764746	4.002053	4.384802	5.204819	5.604838	4.015298	3.988283	3.668542	4.095367	4.04829	3.812646	5.542966	3.980646	4.545643	4.580347	4.249929	4.151166	6.428363	6.557298	8.847505	4.364492	3.685613	4.04401	4.118878	6.328225	4.790375	4.082498	3.866068	4.069771	4.485077	7.658745	5.12055	3.986246	4.278435	4.648742	4.117618
NCIH1930_LUNG	4.245615	3.845963	7.55448	8.938538	3.757638	8.334172	5.001549	7.840899	5.372028	3.53215	3.89161	5.98135	4.303234	5.396348	4.741923	3.359619	4.518254	3.862469	4.082677	4.914423	5.176546	4.402692	4.485509	3.82767	3.752577	4.131972	3.722149	3.742704	4.489458	3.741872	5.672835	5.312565	4.128003	6.141651	6.334421	6.733829	9.322959	3.527861	3.628703	3.593221	3.661004	5.406785	3.814792	3.933626	3.844165	3.439369	4.419803	7.622695	3.521861	3.885386	4.81386	4.187021	5.08933
NCIH1623_LUNG	4.382931	3.742832	5.080362	8.090418	3.831667	9.767011	5.46478	12.1327	5.945321	4.063769	3.726756	5.998729	4.3225	5.675789	3.927803	8.806139	4.814169	4.292486	4.081034	5.364368	5.253705	5.621512	4.952021	3.897511	3.28927	4.004385	4.054943	3.656887	5.155277	4.116064	4.490575	4.65981	5.818268	4.988875	5.939215	7.136638	9.389217	4.296999	3.980827	4.110117	3.974123	6.534257	4.151923	3.956698	4.695988	3.618981	8.904232	6.681139	6.988771	3.925098	6.159114	6.67903	5.41113
HS229T_LUNG	3.86697	3.773223	7.31682	7.349393	3.518996	4.714888	5.034145	8.719093	5.325916	4.100831	3.691458	5.690879	4.324111	5.680148	4.61435	3.397792	4.429695	3.842757	3.932405	3.823473	4.727829	4.400239	3.894797	3.71227	3.793482	4.581361	4.117811	3.694636	4.401445	4.602366	4.365439	4.539141	3.692047	4.386647	6.434976	5.180708	8.873581	3.848375	3.303386	3.635039	3.555505	5.611684	4.887705	3.869771	3.702857	3.657507	4.235435	7.747239	3.595621	3.946915	4.622597	4.358931	3.697336
NCIH1838_LUNG	4.424676	3.802485	6.443306	8.820587	3.898895	9.916751	5.236126	9.845709	5.609034	3.627202	3.725625	6.046512	4.270825	5.244564	4.428396	3.634318	4.677219	4.026021	4.494981	5.211021	4.785156	4.667007	4.994608	3.535935	3.797411	4.399507	4.060017	3.565663	4.61223	4.071425	4.405642	4.390181	8.524165	4.36315	5.905718	7.138234	9.12732	3.887816	4.178641	3.851077	3.87553	6.424266	7.28992	4.0562	5.976784	3.964776	5.724139	7.192471	3.649521	4.243857	4.953528	4.175334	6.299985
NCIH1836_LUNG	4.091901	3.738139	6.544815	7.888456	3.793179	5.281695	5.11453	3.933337	5.611219	4.027311	3.84459	6.122462	3.93838	5.384183	4.233883	3.693404	4.818303	3.821638	6.18835	4.01346	5.031927	4.540461	4.23732	3.910677	3.593802	3.800067	3.895599	3.758086	5.059335	3.801138	4.387622	4.373883	3.626584	4.184578	7.027216	6.084908	9.228998	3.665508	3.630472	3.468931	3.700896	4.186657	3.822471	3.841634	4.681779	3.803976	3.979297	7.514431	3.354853	3.82828	4.508217	4.330955	3.620094
HS688AT_SKIN	4.38598	3.805187	7.549727	7.079509	3.768977	5.019291	5.210662	9.255822	5.668099	3.989581	3.813103	6.09834	4.326293	5.529575	4.483391	3.718363	4.345574	4.083811	4.539621	4.467144	4.771734	4.337798	3.599408	3.573907	3.70565	4.135656	3.82803	3.793033	4.552391	4.270477	4.132789	5.401478	3.459144	4.416593	6.581752	5.060376	9.097173	3.73974	3.919973	3.305732	3.900816	5.891704	4.482321	4.256465	4.02972	3.929498	4.862837	8.063041	3.453835	3.809438	4.459643	4.325826	3.535795
PANC0504_PANCREAS	4.267039	3.606284	6.419996	8.257779	3.731013	4.997293	5.034665	7.955149	5.449276	3.87584	4.057981	6.127506	4.267223	5.541131	4.178581	3.602539	4.430694	4.10352	4.517065	6.585078	5.061414	9.998878	3.997161	3.783977	3.527006	3.962427	3.766152	3.606122	4.595603	4.204116	4.032223	5.319985	3.731571	4.228696	6.079032	5.696809	10.03177	3.953518	3.488341	4.531779	3.68779	7.639951	8.046851	4.035878	5.162404	3.795624	4.327469	7.626704	5.275959	4.375742	5.691663	4.873036	4.001797
HS822T_BONE	4.272806	3.74695	8.044287	7.271296	3.641732	4.900417	5.00477	11.18569	5.289375	3.849906	3.751181	6.105975	4.436536	5.141174	4.456391	3.463312	4.613314	3.852982	4.813204	4.239995	4.654873	4.201611	3.816131	3.684103	3.515615	3.993188	4.734539	3.58623	4.42228	3.88546	4.149535	4.705573	3.710732	3.956896	6.430146	5.178436	8.780251	4.055393	3.492881	3.630012	3.37439	6.1055	4.158307	4.919087	3.800643	4.076455	5.098566	8.555601	3.761286	3.780158	4.067825	4.303952	3.581776
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.857453	3.706384	8.869167	9.021502	3.772772	4.973023	5.390937	4.1562	5.680342	3.643346	4.238388	6.068025	4.704187	6.264922	4.784818	3.957359	4.698098	4.065663	4.684907	4.101448	5.191762	5.060544	4.626085	3.882613	4.23975	4.237282	4.048588	3.986617	5.060175	4.031135	4.420392	4.530661	3.61192	4.039197	5.836888	6.441251	8.342558	4.37824	3.363587	3.878022	3.743589	7.583485	4.048743	4.000868	7.635977	3.737037	4.245618	7.414456	4.1264	4.309193	4.750499	4.304412	4.362248
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.474513	4.004305	7.238901	7.282056	4.113961	5.045474	5.350567	4.080262	5.875735	4.895822	4.010445	6.102894	4.44196	6.076329	5.503388	3.960276	4.674711	3.788202	4.212037	4.016059	5.069522	4.782158	4.33961	4.009566	4.032688	4.866937	4.241106	3.746857	5.272693	4.054382	4.435496	5.352344	3.411757	4.367167	6.181783	6.68268	8.746861	4.385838	3.995141	3.713883	3.628376	5.600181	4.294545	3.970827	3.915428	4.125899	4.338783	7.161404	3.652364	4.584271	4.687502	4.620284	4.173337
G292CLONEA141B1_BONE	4.162262	3.800791	6.115984	7.995278	3.722082	4.767114	4.943404	7.462906	5.523613	3.613193	3.81805	5.873624	4.114389	5.60451	5.066287	3.714487	4.396052	4.072446	4.691408	4.563466	5.170971	4.307889	3.881082	3.8088	3.891775	3.676572	3.691484	3.733599	4.633988	4.189364	4.294343	4.687047	3.759735	4.13714	5.553563	5.909917	8.735582	3.813035	3.558648	3.498532	3.624728	4.399936	4.218445	6.835206	4.001395	3.807279	4.634589	7.607443	3.256359	3.931658	4.407974	4.054054	3.493946
RCM1_LARGE_INTESTINE	4.230816	3.844986	5.92709	9.254368	3.961931	5.298771	4.903601	4.104909	5.813238	4.232351	4.507957	6.526754	4.222036	5.811096	4.461883	3.575436	4.774043	4.291929	4.315996	7.331966	5.318619	8.651357	4.621608	3.75838	3.71491	4.123872	3.721187	3.573445	5.18387	4.26049	4.647155	5.358033	4.026029	4.798469	6.38491	5.309322	9.243883	3.939657	3.556336	3.581477	3.68714	5.655029	8.006989	3.99228	4.113904	4.296328	4.369015	7.461537	6.817203	4.073696	6.238875	5.941936	3.77254
HS737T_BONE	4.209338	3.681547	8.24132	7.975348	3.67169	4.863144	4.929256	11.49249	5.199197	3.974176	3.571454	5.975451	4.39303	5.505096	4.36566	3.341283	4.326929	3.841392	4.649159	4.211662	5.072631	4.333614	3.907035	3.873043	3.608768	4.044916	3.952587	3.760102	4.63088	4.290291	4.293667	4.615865	3.660221	4.377197	7.125289	5.435173	8.679179	3.55977	3.602634	3.286979	3.642554	6.496661	3.740618	4.546024	3.831025	3.870772	4.268974	8.283792	3.704999	3.946143	3.959377	4.389067	3.492661
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.233103	3.821185	7.8864	6.885433	4.013935	4.887684	4.952378	11.92596	5.408176	3.809805	3.685479	5.847315	4.487138	5.436008	4.700928	3.677848	4.347209	3.70776	4.622196	3.852729	4.954804	4.803605	3.907502	3.543616	3.384021	3.856529	3.676098	3.748888	4.475787	4.353813	4.01743	4.94765	3.485529	4.206959	5.711371	5.55711	9.045567	3.66648	3.330589	3.432383	4.08153	5.746832	4.520956	3.941071	4.041811	3.743406	5.212786	7.822775	3.448757	3.852988	4.264369	3.983998	3.423743
HS600T_SKIN	3.890526	3.533483	8.119742	6.859628	3.68999	4.761136	5.090425	11.9513	5.289174	3.387036	3.603406	5.949092	4.267939	5.523733	4.724375	3.378902	4.57258	3.73921	4.544734	4.190634	5.007965	4.366318	3.872031	3.87724	3.587282	3.958792	4.279812	3.580915	4.353328	3.638435	4.142641	4.716251	3.559797	4.391592	6.163302	5.214352	8.951919	3.608611	3.391104	3.581642	3.732586	6.705404	4.263778	4.231287	4.030894	3.805765	4.649466	7.944467	3.797236	4.076658	4.243685	4.077421	3.540536
TE159T_SOFT_TISSUE	4.526957	3.844658	8.460423	6.573212	3.835885	5.675578	5.066731	12.52894	5.601085	3.476536	3.756619	5.880784	4.808569	5.364645	4.140941	3.614573	4.570145	3.87152	4.592486	3.757172	4.791116	4.329765	4.618102	3.57429	3.576298	4.440676	4.345873	3.767745	4.349565	4.127017	4.612763	5.129093	3.722074	4.032116	6.754243	5.110657	8.807171	4.01297	3.408538	3.444293	3.98732	7.557469	4.140313	5.495707	4.377904	3.742969	5.541595	6.969305	3.820573	3.937877	4.477043	3.918979	3.728946
A101D_SKIN	4.077899	4.044851	6.655405	7.383593	3.986005	9.757643	5.230887	4.499208	5.560311	3.75942	3.879368	6.155557	4.047108	5.450857	4.339556	3.658559	4.377599	3.869414	4.059985	7.817722	4.959014	4.787825	4.601367	3.851889	3.7737	4.102085	3.827507	3.647495	4.861494	3.759044	4.744552	4.540667	3.699551	4.662111	8.230696	5.338384	9.017782	3.87301	3.582108	3.924681	3.583427	6.267545	3.993797	4.008747	4.154345	3.693385	4.19155	7.97972	3.850254	3.886497	4.294524	4.114895	3.791318
NCIH1755_LUNG	4.399552	3.807838	6.260551	7.892987	3.744193	5.678412	5.089186	10.1588	5.451701	3.838092	3.610446	6.148584	4.324819	5.75941	4.449472	3.672554	4.621175	3.921683	3.861538	4.448553	5.289183	5.025402	4.671691	3.840722	3.762364	3.982362	3.819977	3.644591	4.578439	4.493973	4.429017	4.714336	6.106414	4.177407	5.903037	5.751931	8.845358	4.037251	3.353751	3.60034	3.737123	6.151196	4.982758	3.648588	5.559646	3.887286	4.51769	7.545062	6.702658	3.791603	4.481877	4.422032	3.707565
X143B_BONE	4.088982	3.472246	6.920434	8.129969	3.780084	5.111518	4.842474	6.588584	5.589558	3.307293	3.618167	5.973034	4.062675	5.257084	4.793508	3.742197	4.691975	3.870839	4.28093	6.290966	4.936686	4.467336	4.850328	3.618831	3.86049	4.403429	4.331964	3.586151	4.715923	4.129222	4.076461	4.864066	3.355552	5.324723	6.023434	7.248199	9.485361	3.831412	3.432282	3.568776	3.621555	4.891622	4.576655	5.035534	3.757646	3.751508	4.141458	8.053562	3.787136	3.789531	4.629677	4.049652	3.616403
RERFLCKJ_LUNG	4.575807	3.666987	5.684163	7.204134	3.819589	6.15404	5.007063	12.40432	5.356262	3.459284	3.912443	5.834015	5.284265	5.917318	4.034033	3.912735	4.786429	3.9845	3.916964	8.524935	5.572244	5.022338	5.337558	4.367399	3.694599	4.259428	4.145876	3.556697	5.255978	3.997903	4.405374	5.061962	11.39909	4.03609	5.700927	5.443374	9.25254	4.038752	3.605701	8.834467	3.874834	7.413205	4.498932	4.853449	5.472845	3.798365	4.664213	6.375234	3.354474	4.063409	4.807963	4.039735	4.119473
NCIH1693_LUNG	4.289374	4.187513	5.869203	8.533025	3.891184	6.759991	4.680642	11.2458	5.540078	3.519447	3.961504	6.192953	4.621663	5.657005	4.789443	8.831823	4.230714	3.944403	3.960342	5.96776	5.282785	4.961816	4.779727	4.568759	3.680656	4.112646	3.822331	3.806017	4.478372	4.424946	3.96679	4.884823	10.26481	5.16085	5.843483	7.452263	9.298214	4.374563	3.427565	3.788264	3.919497	5.854981	4.166134	3.9393	8.091948	3.790262	4.317512	8.131215	3.693418	3.849193	4.605717	4.641042	6.934065
SW780_URINARY_TRACT	4.209016	4.085761	7.11672	7.801609	4.231789	6.409862	4.859701	3.801249	5.564704	3.752822	5.72748	6.100327	4.027421	5.897266	4.657364	3.704987	4.557113	3.70588	3.963871	9.51995	5.347364	7.73237	4.590772	7.547156	3.722832	3.986028	5.207371	3.801843	5.323378	3.904605	4.183746	4.551451	8.009494	4.241939	5.843529	6.16821	8.802826	4.302159	3.740976	3.590099	3.439536	9.332448	6.165691	6.069508	3.764347	3.781575	5.458869	7.052849	5.081212	4.107291	4.785819	4.479244	3.682569
HS683_CENTRAL_NERVOUS_SYSTEM	3.922417	3.846648	7.492724	7.66252	3.60185	5.372465	5.142157	9.783752	5.17253	3.635385	3.760412	5.846284	4.368625	5.439977	4.966413	3.753044	4.123777	3.897624	3.854558	4.363674	4.835403	4.619874	4.936512	3.632064	3.609765	3.861912	3.769688	3.649023	4.691029	3.762906	3.857389	4.373845	3.669434	4.158265	6.408225	5.407016	10.19017	4.037667	3.453462	3.292061	3.508369	7.025215	6.60838	4.124743	4.028772	3.719282	4.108502	7.888812	3.796091	3.961826	4.204959	4.279183	4.107654
RKO_LARGE_INTESTINE	3.962846	3.93271	5.358929	9.180749	3.995009	5.20835	5.312512	4.130919	5.795866	4.826848	4.210505	6.051112	4.690125	5.722455	4.697115	3.603792	4.744259	4.39528	5.569571	4.330414	5.061255	4.76409	4.666642	3.856008	3.683884	4.540564	4.291403	3.984275	4.681809	3.976141	4.697115	4.717531	3.767674	4.639757	6.124169	7.056726	9.418193	4.018159	4.168316	3.461428	3.452182	5.177819	3.916398	4.225682	5.010124	3.758039	4.879059	7.705561	3.610608	3.931847	5.054242	4.24347	3.820029
HS729_SOFT_TISSUE	4.487196	3.721786	7.321128	8.57777	3.802034	7.834634	4.93994	7.55468	5.323098	3.514573	3.763871	5.721111	4.418981	6.115753	4.227555	3.566451	4.268159	3.814978	4.09198	3.576491	4.92851	4.32427	5.053608	3.775535	3.543577	3.997636	4.645376	3.478087	4.22358	4.141867	4.107648	5.029457	3.954837	4.324212	6.335496	5.079376	8.791159	4.248016	3.528943	3.743049	3.887248	4.990075	4.21202	4.433569	3.830752	3.911431	4.648369	7.224155	3.587451	3.952347	3.915068	3.743201	3.403778
JHOS2_OVARY	3.938322	3.789559	6.235558	8.385549	3.992235	8.026253	5.307846	5.512759	5.106213	3.910487	3.790236	5.961754	4.252233	5.676237	4.453659	3.358338	4.610051	4.083866	4.092603	5.077353	5.081176	4.299077	4.756134	4.727491	3.377274	4.274342	3.912128	3.480294	4.977768	4.691288	4.199979	5.127817	4.603713	4.570596	6.202074	5.433113	9.283252	3.865812	3.599583	3.50008	3.64196	5.653632	4.567163	3.831098	5.028341	3.756128	4.559941	7.168683	3.843061	4.115342	4.660176	4.15237	4.353275
MCF7_BREAST	4.671715	4.369709	4.993856	8.522704	4.562393	6.416319	5.185756	7.823391	5.565195	3.710672	3.779301	5.986506	4.603278	6.222538	4.897395	5.154722	4.527188	3.96778	4.027016	7.608212	4.980166	4.685945	3.941408	5.387164	3.855331	3.721913	3.983416	3.594602	4.664845	4.566458	4.17952	4.808541	5.782001	4.447973	5.821507	6.455659	9.852794	4.491385	3.522159	3.602474	3.700981	4.959276	4.414635	3.872517	3.625094	3.911137	4.547038	7.653411	6.094493	3.985106	4.704328	4.057217	3.659058
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.23858	3.673915	4.666223	9.59546	3.927398	6.786564	5.113681	4.274506	5.697952	3.558789	4.01412	5.956018	4.228678	5.877047	5.220827	3.737844	4.571645	3.9233	4.637665	3.898217	5.331653	4.842031	5.387341	3.733689	3.796518	4.117538	3.883538	3.659655	4.930254	4.266829	4.549278	5.016798	3.52886	4.202194	5.665729	7.075881	9.446523	3.987383	3.409238	3.656344	3.96187	8.253035	5.475012	4.253542	3.908749	4.122437	4.31592	6.217874	3.490765	4.184195	5.072506	4.390386	4.183906
SKLMS1_SOFT_TISSUE	4.044646	3.683424	7.059574	8.861374	3.702593	5.301434	4.960754	3.95114	5.383196	3.71946	3.698688	5.726809	4.37899	5.526006	4.905715	3.514301	4.332865	3.976077	4.661793	3.952761	4.892382	4.543295	4.846663	3.699317	3.62555	3.985814	3.736781	3.5997	4.444208	4.06923	4.258415	4.809417	3.502488	3.939732	6.322167	5.563898	8.906076	3.935521	3.405567	3.425926	3.273866	5.784942	3.955675	3.837549	3.759678	3.602492	3.998224	7.202525	3.690267	3.851511	4.492524	3.938925	3.578905
HUTU80_SMALL_INTESTINE	4.350073	3.798888	6.700221	8.516915	4.022236	5.459595	5.340894	4.306647	5.445003	3.264128	3.786368	6.091547	4.511328	5.878385	4.462738	3.511218	4.358516	4.016616	4.598482	3.772291	5.125721	4.509217	5.072436	3.712089	3.676294	4.083799	3.854563	3.670815	4.645479	3.656745	4.283934	4.905345	6.815992	4.769921	5.970992	5.854559	9.313833	4.33012	3.748646	3.587648	3.639114	5.219267	4.381254	4.257405	3.981092	3.854563	4.224201	8.193304	3.641016	4.189431	4.413923	4.365995	3.886428
HCC202_BREAST	4.237966	8.169844	7.232137	8.743001	3.953023	9.881704	5.313499	11.16331	5.595339	3.814681	3.900965	6.299855	4.063629	5.564312	4.086328	3.429894	4.687295	4.133909	4.292665	8.517291	5.118262	4.819574	3.750217	8.369743	3.911338	3.985284	3.881738	3.756355	5.072341	4.543751	4.238631	5.309596	3.509695	4.440518	5.672148	6.425047	9.790105	10.1624	5.280349	5.052054	3.763467	4.951296	4.471529	4.15646	4.211878	3.586188	4.233351	6.659983	3.73083	3.976814	4.800045	4.347187	4.08904
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.727079	3.766771	5.942441	9.093531	4.368118	5.489319	5.270332	9.226728	5.481513	3.919434	3.804768	6.582667	4.718173	5.725587	4.659242	3.581028	4.550478	4.070361	4.780312	7.594932	5.24232	5.253797	5.057276	3.873194	4.265813	4.248522	3.919434	3.82975	4.861005	4.070542	4.465036	5.057276	3.747423	4.097116	5.987092	7.223368	9.447452	3.687529	3.514222	3.673527	3.783201	4.641609	4.282151	3.761537	3.781483	3.898894	4.253237	7.093625	4.044688	4.319589	4.603966	4.365611	4.058485
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.989412	3.860683	6.84647	8.506833	4.024572	6.138809	5.191812	4.158996	5.485901	3.632462	4.281211	6.096696	4.369839	6.084066	5.493436	3.485004	4.586864	4.062219	4.107467	3.887783	4.864584	4.716105	5.100627	3.875312	3.617759	4.070253	4.605361	3.66735	4.681767	4.133587	4.447903	5.319552	3.59629	4.056368	5.978238	6.534708	9.048516	4.585528	3.566872	3.32295	3.721649	6.355742	4.009852	3.973675	3.973426	3.935982	4.082951	7.388406	3.630569	4.029807	4.490598	4.223795	3.69278
